symbol,yahoo_ticker,company_name,series,isin,listing_date,face_value,industry,in_nifty50,in_niftynext50,in_nifty100,in_nifty200,in_nifty500,in_niftymidcap150,in_niftysmallcap250
ARSHIYA,ARSHIYA.NS,Arshiya Limited,BZ,INE968D01022,2009-12-14,2.0,,false,false,false,false,false,false,false
ARSSBL,ARSSBL.NS,Anand Rathi Share and Stock Brokers Limited,EQ,INE549H01021,2025-09-30,5.0,,false,false,false,false,false,false,false
ARTEMISMED,ARTEMISMED.NS,Artemis Medicare Services Limited,EQ,INE025R01021,2020-01-23,1.0,,false,false,false,false,false,false,false
ARTNIRMAN,ARTNIRMAN.NS,Art Nirman Limited,EQ,INE738V01013,2021-10-18,10.0,,false,false,false,false,false,false,false
ARVEE,ARVEE.NS,Arvee Laboratories (India) Limited,EQ,INE006Z01016,2021-03-22,10.0,,false,false,false,false,false,false,false
ARVIND,ARVIND.NS,Arvind Limited,EQ,INE034A01011,1995-02-08,10.0,,false,false,false,false,false,false,false
ARVINDFASN,ARVINDFASN.NS,Arvind Fashions Limited,EQ,INE955V01021,2019-03-08,4.0,,false,false,false,false,false,false,false
ARVSMART,ARVSMART.NS,Arvind SmartSpaces Limited,EQ,INE034S01021,2015-08-26,10.0,,false,false,false,false,false,false,false
ARYAMAN,ARYAMAN.NS,Aryaman Financial Services Limited,EQ,INE032E01017,2026-08-17,10.0,,false,false,false,false,false,false,false
ASAHIINDIA,ASAHIINDIA.NS,Asahi India Glass Limited,EQ,INE439A01020,1998-03-18,1.0,Automobile and Auto Components,false,false,false,false,true,false,true
ASAHISONG,ASAHISONG.NS,Asahi Songwon Colors Limited,BE,INE228I01012,2011-08-29,10.0,,false,false,false,false,false,false,false
ASAL,ASAL.NS,Automotive Stampings and Assemblies Limited,EQ,INE900C01027,2002-03-12,10.0,,false,false,false,false,false,false,false
ASALCBR,ASALCBR.NS,Associated Alcohols & Breweries Ltd.,EQ,INE073G01016,2020-02-12,10.0,,false,false,false,false,false,false,false
ASHAPURMIN,ASHAPURMIN.NS,Ashapura Minechem Limited,EQ,INE348A01023,1995-09-20,2.0,,false,false,false,false,false,false,false
ASHIANA,ASHIANA.NS,Ashiana Housing Limited,EQ,INE365D01021,2011-06-29,2.0,,false,false,false,false,false,false,false
ASHIKAG,ASHIKAG.NS,Ashika Global Securities Limited,BE,INE094B01013,2026-04-20,10.0,,false,false,false,false,false,false,false
ASHIMASYN,ASHIMASYN.NS,Ashima Limited,EQ,INE440A01010,1995-07-27,10.0,,false,false,false,false,false,false,false
ASHOKA,ASHOKA.NS,Ashoka Buildcon Limited,EQ,INE442H01029,2010-10-14,5.0,,false,false,false,false,false,false,false
ASHOKAMET,ASHOKAMET.NS,Ashoka Metcast Limited,EQ,INE760Y01011,2023-06-27,10.0,,false,false,false,false,false,false,false
ASHOKLEY,ASHOKLEY.NS,Ashok Leyland Limited,EQ,INE208A01029,1995-05-25,1.0,Capital Goods,false,false,false,true,true,true,false
ASIANENE,ASIANENE.NS,Asian Energy Services Limited,EQ,INE276G01015,2021-12-09,10.0,,false,false,false,false,false,false,false
ASIANHOTNR,ASIANHOTNR.NS,Asian Hotels (North) Limited,EQ,INE363A01022,2010-04-07,10.0,,false,false,false,false,false,false,false
ASIANPAINT,ASIANPAINT.NS,Asian Paints Limited,EQ,INE021A01026,1995-05-31,1.0,Consumer Durables,true,false,true,true,true,false,false
ASIANTILES,ASIANTILES.NS,Asian Granito India Limited,EQ,INE022I01019,2007-08-23,10.0,,false,false,false,false,false,false,false
ASIANTNE,ASIANTNE.NS,Asian Tea & Exports Limited,EQ,INE822B01017,2026-08-17,10.0,,false,false,false,false,false,false,false
ASKAUTOLTD,ASKAUTOLTD.NS,ASK Automotive Limited,EQ,INE491J01022,2023-11-15,2.0,,false,false,false,false,false,false,false
ASMS,ASMS.NS,Avio Smart Market Stack Limited,BE,INE855F01042,2023-02-09,1.0,,false,false,false,false,false,false,false
ASPINWALL,ASPINWALL.NS,Aspinwall and Company Limited,EQ,INE991I01015,2016-06-14,10.0,,false,false,false,false,false,false,false
ASSAMENT,ASSAMENT.NS,Assam Entrade Limited,EQ,INE165G01010,2026-08-17,10.0,,false,false,false,false,false,false,false
ASTAR,ASTAR.NS,Asian Star Company Limited,EQ,INE194D01017,2026-04-20,10.0,,false,false,false,false,false,false,false
ASTEC,ASTEC.NS,Astec LifeSciences Limited,EQ,INE563J01010,2009-11-25,10.0,,false,false,false,false,false,false,false
ASTERDM,ASTERDM.NS,Aster DM Quality Care Limited,EQ,INE914M01019,2018-02-26,10.0,Healthcare,false,false,false,false,true,false,true
ASTRAL,ASTRAL.NS,Astral Limited,EQ,INE006I01046,2007-03-20,1.0,Capital Goods,false,false,false,true,true,true,false
ASTRAMICRO,ASTRAMICRO.NS,Astra Microwave Products Limited,EQ,INE386C01029,2004-11-01,2.0,,false,false,false,false,false,false,false
ASTRAZEN,ASTRAZEN.NS,AstraZeneca Pharma India Limited,EQ,INE203A01020,2001-05-04,2.0,,false,false,false,false,false,false,false
ASTRON,ASTRON.NS,Astron Paper & Board Mill Limited,BZ,INE646X01014,2017-12-29,10.0,,false,false,false,false,false,false,false
ATALREAL,ATALREAL.NS,Atal Realtech Limited,EQ,INE0ALR01029,2023-05-12,2.0,,false,false,false,false,false,false,false
ATAM,ATAM.NS,Atam Valves Limited,EQ,INE09KD01013,2023-05-10,10.0,,false,false,false,false,false,false,false
ATGL,ATGL.NS,Adani Total Gas Limited,EQ,INE399L01023,2018-11-05,1.0,Oil Gas & Consumable Fuels,false,false,false,true,true,true,false
ATHERENERG,ATHERENERG.NS,Ather Energy Limited,EQ,INE0LEZ01016,2025-05-06,1.0,Automobile and Auto Components,false,false,false,false,true,false,true
ATL,ATL.NS,Allcargo Terminals Limited,EQ,INE0NN701020,2023-08-10,2.0,,false,false,false,false,false,false,false
ATLANTAA,ATLANTAA.NS,ATLANTAA LIMITED,EQ,INE285H01022,2006-09-25,2.0,,false,false,false,false,false,false,false
ATLANTAELE,ATLANTAELE.NS,Atlanta Electricals Limited,EQ,INE0Z4F01028,2025-09-29,2.0,,false,false,false,false,false,false,false
ATLASCYCLE,ATLASCYCLE.NS,Atlas Cycles (Haryana) Limited,EQ,INE446A01025,1996-10-23,5.0,,false,false,false,false,false,false,false
ATUL,ATUL.NS,Atul Limited,EQ,INE100A01010,1998-05-06,10.0,Chemicals,false,false,false,false,true,false,true
ATULAUTO,ATULAUTO.NS,Atul Auto Limited,EQ,INE951D01028,2013-06-26,5.0,,false,false,false,false,false,false,false
AUBANK,AUBANK.NS,AU Small Finance Bank Limited,EQ,INE949L01017,2017-07-10,10.0,Financial Services,false,false,false,true,true,true,false
AURIONPRO,AURIONPRO.NS,Aurionpro Solutions Limited,EQ,INE132H01018,2005-10-25,10.0,,false,false,false,false,false,false,false
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Limited,EQ,INE406A01037,2000-07-19,1.0,Healthcare,false,false,false,true,true,true,false
AURUM,AURUM.NS,Aurum PropTech Limited,EQ,INE898S01029,2015-08-19,5.0,,false,false,false,false,false,false,false
AURUS,AURUS.NS,AURUS GEM CORPORATION LIMITED,EQ,INE142K01011,2013-11-05,10.0,,false,false,false,false,false,false,false
AUSOMENT,AUSOMENT.NS,Ausom Enterprise Limited,EQ,INE218C01016,1996-04-17,10.0,,false,false,false,false,false,false,false
AUSTENG,AUSTENG.NS,Austin Engineering Company  Limited,EQ,INE759F01012,2026-08-17,10.0,,false,false,false,false,false,false,false
AUTOAXLES,AUTOAXLES.NS,Automotive Axles Limited,EQ,INE449A01011,2003-05-29,10.0,,false,false,false,false,false,false,false
AUTOIND,AUTOIND.NS,Autoline Industries Limited,EQ,INE718H01014,2007-01-31,10.0,,false,false,false,false,false,false,false
AVADHSUGAR,AVADHSUGAR.NS,Avadh Sugar & Energy Limited,EQ,INE349W01017,2017-07-28,10.0,,false,false,false,false,false,false,false
AVALON,AVALON.NS,Avalon Technologies Limited,EQ,INE0LCL01028,2023-04-18,2.0,,false,false,false,false,false,false,false
AVANCE,AVANCE.NS,Avance Technologies Limited,EQ,INE758A01072,2026-08-17,1.0,,false,false,false,false,false,false,false
AVANTEL,AVANTEL.NS,Avantel Limited,EQ,INE005B01027,2024-07-31,2.0,,false,false,false,false,false,false,false
AVANTIFEED,AVANTIFEED.NS,Avanti Feeds Limited,EQ,INE871C01038,2015-04-15,1.0,,false,false,false,false,false,false,false
AVG,AVG.NS,AVG Logistics Limited,BE,INE680Z01018,2023-05-12,10.0,,false,false,false,false,false,false,false
AVL,AVL.NS,Aditya Vision Limited,EQ,INE679V01027,2024-11-06,1.0,,false,false,false,false,false,false,false
AVONMORE,AVONMORE.NS,Avonmore Capital & Management Services Limited,EQ,INE323B01024,2023-01-04,1.0,,false,false,false,false,false,false,false
AVROIND,AVROIND.NS,AVRO INDIA LIMITED,EQ,INE652Z01025,2022-04-07,1.0,,false,false,false,false,false,false,false
AVTNPL,AVTNPL.NS,AVT Natural Products Limited,EQ,INE488D01021,2007-01-10,1.0,,false,false,false,false,false,false,false
AWFIS,AWFIS.NS,Awfis Space Solutions Limited,EQ,INE108V01019,2024-05-30,10.0,,false,false,false,false,false,false,false
AWHCL,AWHCL.NS,Antony Waste Handling Cell Limited,EQ,INE01BK01022,2021-01-01,5.0,,false,false,false,false,false,false,false
AWL,AWL.NS,AWL Agri Business Limited,EQ,INE699H01024,2022-02-08,1.0,Fast Moving Consumer Goods,false,false,false,false,true,true,false
AXISBANK,AXISBANK.NS,Axis Bank Limited,EQ,INE238A01034,1998-11-16,2.0,Financial Services,true,false,true,true,true,false,false
AXISCADES,AXISCADES.NS,AXISCADES Technologies Limited,EQ,INE555B01013,2000-12-21,5.0,,false,false,false,false,false,false,false
AXITA,AXITA.NS,Axita Cotton Limited,EQ,INE02EZ01022,2022-06-21,1.0,,false,false,false,false,false,false,false
AXTEL,AXTEL.NS,Axtel Industries Limited,EQ,INE767C01012,2026-08-17,10.0,,false,false,false,false,false,false,false
AYE,AYE.NS,Aye Finance Limited,EQ,INE501X01029,2026-02-16,2.0,,false,false,false,false,false,false,false
AYMSYNTEX,AYMSYNTEX.NS,AYM Syntex Limited,EQ,INE193B01039,2015-08-14,10.0,,false,false,false,false,false,false,false
AZAD,AZAD.NS,Azad Engineering Limited,EQ,INE02IJ01035,2023-12-28,2.0,,false,false,false,false,false,false,false
AZADIND,AZADIND.NS,Azad India Mobility Limited,EQ,INE566M01017,2026-08-17,10.0,,false,false,false,false,false,false,false
BAFNAPH,BAFNAPH.NS,Bafna Pharmaceuticals Limited,BE,INE878I01022,2020-02-27,10.0,,false,false,false,false,false,false,false
BAGFILMS,BAGFILMS.NS,B.A.G Films and Media Limited,EQ,INE116D01028,2003-10-17,2.0,,false,false,false,false,false,false,false
BAIDFIN,BAIDFIN.NS,Baid Finserv Limited,EQ,INE020D01022,2023-01-20,2.0,,false,false,false,false,false,false,false
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Limited,EQ,INE917I01010,2008-05-26,10.0,Automobile and Auto Components,true,false,true,true,true,false,false
BAJAJCON,BAJAJCON.NS,Bajaj Consumer Care Limited,EQ,INE933K01021,2010-08-18,1.0,,false,false,false,false,false,false,false
BAJAJELEC,BAJAJELEC.NS,Bajaj Electricals Limited,EQ,INE193E01025,2007-11-02,2.0,,false,false,false,false,false,false,false
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Limited,EQ,INE918I01026,2008-05-26,1.0,Financial Services,true,false,true,true,true,false,false
BAJAJHCARE,BAJAJHCARE.NS,Bajaj Healthcare Limited,EQ,INE411U01027,2021-11-25,5.0,,false,false,false,false,false,false,false
BAJAJHFL,BAJAJHFL.NS,Bajaj Housing Finance Limited,EQ,INE377Y01014,2024-09-16,10.0,Financial Services,false,false,false,false,true,true,false
BAJAJHIND,BAJAJHIND.NS,Bajaj Hindusthan Sugar Limited,EQ,INE306A01021,1995-05-10,1.0,,false,false,false,false,false,false,false
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,EQ,INE118A01012,1995-03-15,10.0,Financial Services,false,true,true,true,true,false,false
BAJAJINDEF,BAJAJINDEF.NS,Indef Manufacturing Limited,EQ,INE0O9T01021,2025-02-21,1.0,,false,false,false,false,false,false,false
BAJAJST,BAJAJST.NS,Bajaj Steel Industries Limited,EQ,INE704G01024,2026-04-20,5.0,,false,false,false,false,false,false,false
BAJEL,BAJEL.NS,Bajel Projects Limited,EQ,INE0KQN01018,2023-12-19,2.0,,false,false,false,false,false,false,false
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Limited,EQ,INE296A01032,2003-04-01,1.0,Financial Services,true,false,true,true,true,false,false
BALAJEE,BALAJEE.NS,Shree Tirupati Balajee Agro Trading Company Limited,EQ,INE0S2G01011,2024-09-12,10.0,,false,false,false,false,false,false,false
BALAJITELE,BALAJITELE.NS,Balaji Telefilms Limited,EQ,INE794B01026,2000-11-22,2.0,,false,false,false,false,false,false,false
BALAMINES,BALAMINES.NS,Balaji Amines Limited,EQ,INE050E01027,2007-04-05,2.0,,false,false,false,false,false,false,false
BALAXI,BALAXI.NS,BALAXI PHARMACEUTICALS LIMITED,EQ,INE618N01022,2015-11-30,2.0,,false,false,false,false,false,false,false
BALKRISHNA,BALKRISHNA.NS,Balkrishna Paper Mills Limited,EQ,INE875R01011,2015-07-28,10.0,,false,false,false,false,false,false,false
BALKRISIND,BALKRISIND.NS,Balkrishna Industries Limited,EQ,INE787D01026,2006-01-27,2.0,Automobile and Auto Components,false,false,false,false,true,true,false
BALMLAWRIE,BALMLAWRIE.NS,Balmer Lawrie & Company Limited,EQ,INE164A01016,1995-07-06,10.0,,false,false,false,false,false,false,false
BALPHARMA,BALPHARMA.NS,Bal Pharma Limited,EQ,INE083D01012,2006-05-08,10.0,,false,false,false,false,false,false,false
BALRAMCHIN,BALRAMCHIN.NS,Balrampur Chini Mills Limited,EQ,INE119A01028,1995-02-08,1.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
BALUFORGE,BALUFORGE.NS,Balu Forge Industries Limited,EQ,INE011E01029,2024-04-29,10.0,,false,false,false,false,false,false,false
BANARBEADS,BANARBEADS.NS,Banaras Beads Limited,EQ,INE655B01011,1995-07-07,10.0,,false,false,false,false,false,false,false
BANARISUG,BANARISUG.NS,Bannari Amman Sugars Limited,EQ,INE459A01010,2003-05-28,10.0,,false,false,false,false,false,false,false
BANCOINDIA,BANCOINDIA.NS,Banco Products (I) Limited,EQ,INE213C01025,2006-12-22,2.0,,false,false,false,false,false,false,false
BANDHANBNK,BANDHANBNK.NS,Bandhan Bank Limited,EQ,INE545U01014,2018-03-27,10.0,Financial Services,false,false,false,false,true,false,true
BANG,BANG.NS,Bang Overseas Limited,EQ,INE863I01016,2008-02-20,10.0,,false,false,false,false,false,false,false
BANKA,BANKA.NS,Banka BioLoo Limited,EQ,INE862Y01015,2020-10-29,10.0,,false,false,false,false,false,false,false
BANKBARODA,BANKBARODA.NS,Bank of Baroda,EQ,INE028A01039,1997-02-19,2.0,Financial Services,false,true,true,true,true,false,false
BANKINDIA,BANKINDIA.NS,Bank of India,EQ,INE084A01016,1997-04-30,10.0,Financial Services,false,false,false,true,true,true,false
BANSALWIRE,BANSALWIRE.NS,Bansal Wire Industries Limited,EQ,INE0B9K01025,2024-07-10,5.0,,false,false,false,false,false,false,false
BANSWRAS,BANSWRAS.NS,Banswara Syntex Limited,EQ,INE629D01020,2007-04-11,5.0,,false,false,false,false,false,false,false
BASF,BASF.NS,BASF India Limited,EQ,INE373A01013,1995-05-17,10.0,,false,false,false,false,false,false,false
BASML,BASML.NS,Bannari Amman Spinning Mills Limited,BE,INE186H01022,2005-11-14,5.0,,false,false,false,false,false,false,false
BATAINDIA,BATAINDIA.NS,Bata India Limited,EQ,INE176A01028,2003-06-18,5.0,Consumer Durables,false,false,false,false,true,false,true
BATLIBOI,BATLIBOI.NS,Batliboi Limited,EQ,INE177C01022,2026-04-20,5.0,,false,false,false,false,false,false,false
BAYERCROP,BAYERCROP.NS,Bayer Cropscience Limited,EQ,INE462A01022,2010-01-08,10.0,Chemicals,false,false,false,false,true,false,true
BBL,BBL.NS,Bharat Bijlee Limited,EQ,INE464A01036,2006-11-21,5.0,,false,false,false,false,false,false,false
BBOX,BBOX.NS,Black Box Limited,EQ,INE676A01027,2003-07-22,2.0,,false,false,false,false,false,false,false
BBTC,BBTC.NS,The Bombay Burmah Trading Corporation Limited,EQ,INE050A01025,1996-04-03,2.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
BBTCL,BBTCL.NS,B&B Triplewall Containers Limited,EQ,INE01EE01011,2022-11-23,10.0,,false,false,false,false,false,false,false
BCG,BCG.NS,Brightcom Group Limited,EQ,INE425B01027,2015-05-08,2.0,,false,false,false,false,false,false,false
BCLIND,BCLIND.NS,Bcl Industries Limited,EQ,INE412G01024,2021-03-04,1.0,,false,false,false,false,false,false,false
BCONCEPTS,BCONCEPTS.NS,Brand Concepts Limited,EQ,INE977Y01011,2022-01-11,10.0,,false,false,false,false,false,false,false
BCPL,BCPL.NS,BCPL Railway Infrastructure Limited,EQ,INE00SW01015,2026-03-27,10.0,,false,false,false,false,false,false,false
BDL,BDL.NS,Bharat Dynamics Limited,EQ,INE171Z01026,2018-03-23,5.0,Capital Goods,false,false,false,true,true,true,false
BEARDSELL,BEARDSELL.NS,Beardsell Limited,EQ,INE520H01022,2015-01-13,2.0,,false,false,false,false,false,false,false
BECTORFOOD,BECTORFOOD.NS,Mrs. Bectors Food Specialities Limited,EQ,INE495P01020,2020-12-24,2.0,,false,false,false,false,false,false,false
BEDMUTHA,BEDMUTHA.NS,Bedmutha Industries Limited,EQ,INE844K01012,2010-10-14,10.0,,false,false,false,false,false,false,false
BEEKAY,BEEKAY.NS,Beekay Steel Industries Limited,EQ,INE213D01015,2026-04-20,10.0,,false,false,false,false,false,false,false
BEL,BEL.NS,Bharat Electronics Limited,EQ,INE263A01024,2000-07-19,1.0,Capital Goods,true,false,true,true,true,false,false
BELLACASA,BELLACASA.NS,Bella Casa Fashion & Retail Limited,EQ,INE344T01014,2025-07-18,10.0,,false,false,false,false,false,false,false
BELRISE,BELRISE.NS,Belrise Industries Limited,EQ,INE894V01022,2025-05-28,5.0,Automobile and Auto Components,false,false,false,false,true,false,true
BEML,BEML.NS,BEML Limited,EQ,INE258A01024,2003-11-05,5.0,Capital Goods,false,false,false,false,true,false,true
BENARAS,BENARAS.NS,Benares Hotels Limited,EQ,INE664D01019,2026-08-17,10.0,,false,false,false,false,false,false,false
BENGALASM,BENGALASM.NS,Bengal & Assam Company Limited,EQ,INE083K01017,2026-04-20,10.0,,false,false,false,false,false,false,false
BEPL,BEPL.NS,Bhansali Engineering Polymers Limited,EQ,INE922A01025,2005-03-21,1.0,,false,false,false,false,false,false,false
BERGEPAINT,BERGEPAINT.NS,Berger Paints (I) Limited,EQ,INE463A01038,1999-11-24,1.0,Consumer Durables,false,false,false,false,true,true,false
BESTAGRO,BESTAGRO.NS,Best Agrolife Limited,EQ,INE052T01021,2024-04-10,1.0,,false,false,false,false,false,false,false
BETA,BETA.NS,Beta Drugs Limited,EQ,INE351Y01019,2025-11-24,10.0,,false,false,false,false,false,false,false
BFINVEST,BFINVEST.NS,BF Investment Limited,EQ,INE878K01010,2011-01-14,5.0,,false,false,false,false,false,false,false
BFUTILITIE,BFUTILITIE.NS,BF Utilities Limited,EQ,INE243D01012,2007-05-03,5.0,,false,false,false,false,false,false,false
BGRENERGY,BGRENERGY.NS,BGR Energy Systems Limited,BE,INE661I01014,2008-01-03,10.0,,false,false,false,false,false,false,false
BHAGCHEM,BHAGCHEM.NS,Bhagiradha Chemicals & Industries Limited,EQ,INE414D01027,2021-10-18,1.0,,false,false,false,false,false,false,false
BHAGERIA,BHAGERIA.NS,Bhageria Industries Limited,BE,INE354C01027,2016-03-02,5.0,,false,false,false,false,false,false,false
BHAGYANGR,BHAGYANGR.NS,Bhagyanagar India Limited,EQ,INE458B01036,2017-05-17,2.0,,false,false,false,false,false,false,false
BHANDARI,BHANDARI.NS,Bhandari Hosiery Exports Limited,EQ,INE474E01029,2017-01-30,1.0,,false,false,false,false,false,false,false
BHARATCOAL,BHARATCOAL.NS,Bharat Coking Coal Limited,EQ,INE05XR01022,2026-01-19,10.0,,false,false,false,false,false,false,false
BHARATFORG,BHARATFORG.NS,Bharat Forge Limited,EQ,INE465A01025,2003-04-04,2.0,Automobile and Auto Components,false,false,false,true,true,true,false
BHARATGEAR,BHARATGEAR.NS,Bharat Gears Limited,BE,INE561C01019,1996-04-03,10.0,,false,false,false,false,false,false,false
BHARATRAS,BHARATRAS.NS,Bharat Rasayan Limited,EQ,INE838B01021,1995-10-11,5.0,,false,false,false,false,false,false,false
BHARATSE,BHARATSE.NS,Bharat Seats Limited,EQ,INE415D01024,2025-03-24,2.0,,false,false,false,false,false,false,false
BHARATWIRE,BHARATWIRE.NS,Bharat Wire Ropes Limited,EQ,INE316L01019,2016-04-01,10.0,,false,false,false,false,false,false,false
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Limited,EQ,INE397D01024,2002-02-15,5.0,Telecommunication,true,false,true,true,true,false,false
BHARTIHEXA,BHARTIHEXA.NS,Bharti Hexacom Limited,EQ,INE343G01021,2024-04-12,5.0,Telecommunication,false,false,false,false,true,true,false
BHEL,BHEL.NS,Bharat Heavy Electricals Limited,EQ,INE257A01026,2003-11-11,2.0,Capital Goods,false,false,false,true,true,true,false
BI,BI.NS,Bilcare Limited,BE,INE986A01012,2026-04-20,10.0,,false,false,false,false,false,false,false
BIGBLOC,BIGBLOC.NS,Bigbloc Construction Limited,EQ,INE412U01025,2016-09-02,2.0,,false,false,false,false,false,false,false
BIKAJI,BIKAJI.NS,Bikaji Foods International Limited,EQ,INE00E101023,2022-11-16,1.0,Fast Moving Consumer Goods,false,false,false,false,true,false,true
BIL,BIL.NS,Bhartiya International Limited,EQ,INE828A01016,2000-04-12,10.0,,false,false,false,false,false,false,false
BILVYAPAR,BILVYAPAR.NS,BIL VYAPAR LIMITED,BE,INE071A01013,2006-09-27,10.0,,false,false,false,false,false,false,false
BIMETAL,BIMETAL.NS,Bimetal Bearings Limited,EQ,INE469A01019,2026-04-20,10.0,,false,false,false,false,false,false,false
BIOCON,BIOCON.NS,Biocon Limited,EQ,INE376G01013,2004-04-07,5.0,Healthcare,false,false,false,true,true,true,false
BIOFILCHEM,BIOFILCHEM.NS,Biofil Chemicals & Pharmaceuticals Limited,EQ,INE829A01014,1996-06-12,10.0,,false,false,false,false,false,false,false
BIRLACABLE,BIRLACABLE.NS,Birla Cable Limited,BE,INE800A01015,1995-12-06,10.0,,false,false,false,false,false,false,false
BIRLACORPN,BIRLACORPN.NS,Birla Corporation Limited,EQ,INE340A01012,1995-04-12,10.0,,false,false,false,false,false,false,false
BIRLAMONEY,BIRLAMONEY.NS,Aditya Birla Money Limited,EQ,INE865C01022,2008-02-07,1.0,,false,false,false,false,false,false,false
BIRLANU,BIRLANU.NS,BirlaNu Limited,EQ,INE557A01011,1995-04-26,10.0,,false,false,false,false,false,false,false
BIRLAPREC,BIRLAPREC.NS,Birla Precision Technologies Limited,EQ,INE372E01025,2026-04-20,2.0,,false,false,false,false,false,false,false
BLACKBUCK,BLACKBUCK.NS,BLACKBUCK LIMITED,EQ,INE0UIZ01018,2024-11-22,1.0,,false,false,false,false,false,false,false
BLACKROSE,BLACKROSE.NS,Black Rose Inds. Limited,BE,INE761G01016,2026-04-20,1.0,,false,false,false,false,false,false,false
BLAL,BLAL.NS,BEML Land Assets Limited,EQ,INE0N7W01012,2023-04-19,10.0,,false,false,false,false,false,false,false
BLBLIMITED,BLBLIMITED.NS,BLB Limited,EQ,INE791A01024,2000-05-31,1.0,,false,false,false,false,false,false,false
